economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig,year
Nepal,NPL,South Asia,20742576,137717153,1.36898748234736,1,58,1,2,1,1,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,1,2,1,NA,2,2,2,1,1,NA,NA,2,NA,NA,NA,1,2,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,1,2,2,1,NA,2,2,3,2,2,1,NA,0,1,4,4,4,2,2,1,1,2,0,0,2021
Nepal,NPL,South Asia,20742576,134456666,0.695151685806979,1,16,2,5,2,1,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,2,NA,7,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,2,1,4,1,NA,0,0,4,4,4,4,4,5,2,2,0,0,2021
Nepal,NPL,South Asia,20742576,119318550,0.292805815973131,2,35,2,5,1,2,1,1,1,2,2,1,2,NA,1,1,2,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,NA,NA,1,1,2,NA,NA,NA,1,1,2,1,2,1,1,2,3,3,2,1,1,NA,NA,2,NA,NA,NA,1,2,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,2,2,2,2,2,2,2,3,3,2,2,NA,1,1,4,4,4,3,1,1,1,1,1,0,2021
Nepal,NPL,South Asia,20742576,171445872,0.706297062919529,1,23,1,4,2,1,1,1,0,1,1,2,NA,NA,2,2,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,1,1,NA,2,1,1,2,NA,NA,NA,1,2,2,1,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,2,2,2,4,NA,0,1,4,4,4,4,4,2,1,1,0,0,2021
Nepal,NPL,South Asia,20742576,169270674,2.83160028258982,1,20,1,3,1,1,1,1,0,2,2,2,NA,NA,2,2,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,1,1,2,NA,4,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,1,3,1,NA,0,1,4,4,4,4,4,5,2,2,0,0,2021
Nepal,NPL,South Asia,20742576,127410974,0.638238130524816,2,22,2,5,1,2,1,1,0,1,2,1,1,2,2,1,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,2,NA,3,3,2,1,1,NA,NA,2,NA,NA,NA,1,2,2,NA,NA,1,1,2,1,2,NA,NA,1,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,2,3,3,NA,2,NA,0,0,1,4,4,4,2,1,1,1,1,0,2021
Nepal,NPL,South Asia,20742576,148665321,0.855118851206909,1,42,1,3,1,1,1,1,0,2,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,1,1,2,2,2,4,2,2,2,NA,NA,NA,2,NA,NA,NA,1,2,2,NA,NA,1,1,2,2,2,1,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,1,3,3,NA,1,1,2,4,4,4,2,5,1,2,0,0,2021
Nepal,NPL,South Asia,20742576,117495361,0.376693249603871,1,33,1,3,1,1,1,1,0,2,1,2,NA,NA,2,2,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,1,2,2,NA,4,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,1,1,2,2,1,NA,0,1,4,4,4,4,4,5,1,2,0,0,2021
Nepal,NPL,South Asia,20742576,164591526,1.34459302275978,2,47,1,1,1,1,1,1,0,1,1,2,NA,NA,2,2,2,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,1,2,NA,1,2,2,2,2,6,1,1,1,1,NA,NA,1,2,2,2,2,NA,NA,NA,NA,NA,1,1,2,2,1,NA,NA,2,1,1,2,NA,NA,1,1,2,2,1,NA,1,1,1,1,1,1,NA,1,0,2,4,1,2,4,1,1,2,1,0,2021
Nepal,NPL,South Asia,20742576,177508087,1.77762484704773,1,34,1,2,1,1,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,1,1,1,NA,2,1,1,1,1,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,1,2,2,1,NA,1,1,1,1,4,1,NA,0,1,4,4,4,2,4,1,1,2,0,0,2021
Nepal,NPL,South Asia,20742576,179554173,2.56535655362073,1,41,1,3,1,1,1,1,0,2,2,2,NA,NA,2,2,3,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,1,2,2,1,2,1,3,2,2,NA,NA,NA,2,NA,NA,NA,1,2,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,1,2,2,1,NA,2,2,2,2,1,1,NA,1,1,4,4,4,2,2,5,1,2,0,0,2021
Nepal,NPL,South Asia,20742576,112842235,1.38479877493021,2,24,2,2,1,1,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,1,NA,2,1,1,2,NA,NA,NA,2,NA,NA,NA,1,2,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,1,2,2,1,NA,1,1,1,1,1,1,NA,0,1,4,4,4,2,2,5,1,2,0,0,2021
Nepal,NPL,South Asia,20742576,209940473,0.774296160891017,1,37,1,1,1,1,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,2,NA,3,2,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,1,2,2,1,NA,2,2,2,1,4,3,NA,0,0,4,4,4,2,4,5,1,2,0,0,2021
Nepal,NPL,South Asia,20742576,153924004,1.23408214394269,2,38,1,3,1,1,1,1,0,2,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,1,NA,2,1,1,2,NA,NA,NA,1,2,2,1,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,1,2,1,NA,0,1,4,4,4,4,4,2,1,1,0,0,2021
Nepal,NPL,South Asia,20742576,134378105,0.51910488740497,1,45,1,5,2,1,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,2,NA,5,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,1,2,1,NA,0,0,4,4,4,4,4,5,2,2,0,0,2021
Nepal,NPL,South Asia,20742576,137902257,0.263544210014897,1,27,2,5,1,1,1,1,0,2,2,1,2,NA,2,2,2,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,1,NA,2,1,1,1,NA,3,2,2,2,NA,NA,NA,1,1,NA,NA,1,2,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,3,2,2,NA,1,1,4,4,4,4,2,1,1,2,1,0,2021
Nepal,NPL,South Asia,20742576,125554773,0.685535101905075,1,30,3,1,1,1,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,1,NA,2,1,2,2,NA,2,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,1,2,2,1,NA,2,2,2,2,2,2,NA,1,1,4,4,4,2,4,5,1,2,0,0,2021
Nepal,NPL,South Asia,20742576,195502615,0.353290097568145,2,24,3,5,1,1,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,2,NA,NA,2,1,2,NA,NA,NA,2,2,2,2,2,2,2,NA,3,3,3,2,NA,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,3,3,3,NA,2,NA,0,0,1,4,4,4,4,1,1,1,1,0,2021
Nepal,NPL,South Asia,20742576,206546595,0.814692676021976,1,56,1,1,1,1,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,1,2,2,1,2,1,2,4,2,NA,NA,NA,2,NA,NA,NA,1,2,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,2,1,1,NA,1,1,4,4,4,4,2,5,1,2,0,0,2021
Nepal,NPL,South Asia,20742576,123411158,1.14802853252812,1,17,2,3,1,1,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,2,NA,2,1,1,2,NA,NA,NA,1,2,1,2,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA,2,1,2,2,1,1,NA,0,0,4,2,4,4,4,3,1,1,0,0,2021
Nepal,NPL,South Asia,20742576,142942550,2.10384580036804,2,25,1,3,1,2,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,1,NA,2,2,3,2,NA,NA,NA,1,2,1,2,1,2,2,NA,NA,1,1,2,2,2,1,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,1,3,3,NA,3,NA,0,1,2,4,4,4,2,3,1,1,0,0,2021
Nepal,NPL,South Asia,20742576,119525119,0.34757584290349,1,20,2,5,2,1,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,1,1,2,1,2,2,1,1,1,2,1,2,1,1,NA,NA,1,2,2,NA,NA,1,1,2,1,1,NA,NA,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,2,2,4,2,NA,1,1,1,4,4,4,2,1,1,1,1,0,2021
Nepal,NPL,South Asia,20742576,142727766,0.638262088567577,1,30,2,4,1,1,1,1,0,2,2,1,1,2,2,2,2,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,1,2,1,NA,2,1,NA,1,2,2,2,2,2,3,2,1,1,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,2,2,2,2,2,NA,1,0,4,4,4,4,4,1,1,1,1,0,2021
Nepal,NPL,South Asia,20742576,171941526,1.25651926897176,2,27,1,3,1,1,1,1,0,1,2,2,NA,NA,2,1,2,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,1,1,1,NA,4,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,2,3,2,1,NA,0,1,4,4,4,4,4,5,1,1,0,0,2021
Nepal,NPL,South Asia,20742576,142892351,0.34757584290349,1,16,2,4,2,2,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,2,NA,2,2,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,2,2,1,NA,0,0,4,4,4,4,4,5,2,2,0,0,2021
Nepal,NPL,South Asia,20742576,150573299,0.287007133132031,1,21,2,4,1,1,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,2,NA,3,2,1,2,NA,NA,NA,2,NA,NA,NA,1,2,2,NA,NA,1,1,2,2,2,1,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,2,2,2,2,NA,0,0,2,4,4,4,2,5,1,1,0,0,2021
Nepal,NPL,South Asia,20742576,148620940,2.83160028258982,1,35,1,1,1,1,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,2,NA,2,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,1,1,2,2,1,NA,1,1,1,1,2,1,NA,0,0,4,5,4,2,4,5,2,2,0,0,2021
Nepal,NPL,South Asia,20742576,115993175,0.90464878994484,2,56,1,2,1,1,1,1,0,2,2,2,NA,NA,2,2,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,1,2,1,NA,5,3,3,2,NA,NA,NA,2,NA,NA,NA,1,2,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,1,1,2,2,1,NA,3,2,3,3,NA,2,NA,0,1,4,1,4,2,2,5,1,2,1,0,2021
Nepal,NPL,South Asia,20742576,157146359,2.50710541458434,2,69,1,1,1,1,1,1,0,2,2,1,2,NA,2,2,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,2,NA,5,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,1,2,1,NA,0,0,4,4,4,4,4,5,1,2,0,0,2021
Nepal,NPL,South Asia,20742576,209662941,1.85835534163991,1,35,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,NA,1,1,2,NA,NA,NA,1,1,1,1,2,2,1,1,3,3,1,2,NA,NA,NA,2,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,2,NA,NA,1,1,2,1,2,NA,NA,1,2,2,2,2,2,3,3,3,3,NA,3,NA,1,1,1,1,4,3,1,5,1,1,1,1,2021
Nepal,NPL,South Asia,20742576,169570949,0.797085223373771,2,27,2,1,1,1,1,1,1,2,2,1,2,NA,1,1,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,1,2,NA,NA,NA,2,2,NA,2,2,2,2,NA,3,2,1,1,1,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,2,1,NA,0,0,4,4,4,1,4,1,1,1,1,1,2021
Nepal,NPL,South Asia,20742576,157340251,1.03394784921115,1,38,1,4,2,1,1,1,0,2,2,1,2,NA,2,2,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,2,NA,3,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,2,2,3,NA,0,0,4,4,4,4,4,5,1,2,0,0,2021
Nepal,NPL,South Asia,20742576,125584314,0.263544210014897,2,58,2,3,1,1,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,1,NA,2,1,1,1,1,NA,NA,1,2,1,2,1,2,2,NA,NA,1,1,2,2,2,1,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,3,3,2,3,NA,1,1,2,4,4,4,2,1,1,2,0,0,2021
Nepal,NPL,South Asia,20742576,181707298,1.05174847780638,2,35,1,2,2,2,1,1,0,2,2,2,NA,NA,2,2,2,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,1,1,NA,4,2,1,2,NA,NA,NA,1,2,1,1,1,2,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,1,2,5,1,NA,0,1,4,4,4,4,2,2,1,1,0,0,2021
Nepal,NPL,South Asia,20742576,112926641,0.376693249603871,1,32,1,3,1,1,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,1,NA,3,2,1,1,1,NA,NA,2,NA,NA,NA,1,2,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,3,2,1,NA,0,1,4,4,4,4,2,1,1,2,0,0,2021
Nepal,NPL,South Asia,20742576,176656627,0.263544210014897,2,30,2,5,2,2,1,1,0,2,2,1,1,2,2,2,2,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,2,NA,4,2,1,2,NA,NA,NA,2,NA,NA,NA,1,2,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,1,2,2,1,NA,0,0,4,4,4,4,2,5,1,1,1,0,2021
Nepal,NPL,South Asia,20742576,124128507,0.755388764310493,1,63,1,4,1,1,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,2,NA,2,3,3,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,3,3,3,NA,3,NA,0,0,4,4,4,4,4,5,1,2,0,0,2021
Nepal,NPL,South Asia,20742576,199262213,0.499172958396727,2,57,1,5,1,1,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,2,NA,2,2,2,2,NA,3,3,2,2,NA,NA,NA,2,NA,NA,NA,1,2,2,NA,NA,1,1,2,2,2,1,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,3,2,3,NA,0,0,2,4,4,4,2,5,1,2,0,0,2021
Nepal,NPL,South Asia,20742576,166364414,0.47311623436764,2,29,2,5,1,2,1,1,0,1,2,1,2,NA,2,1,2,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,2,1,2,2,2,2,2,NA,1,3,3,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,2,1,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,3,2,3,3,NA,2,NA,1,0,1,1,4,4,4,5,1,1,1,0,2021
Nepal,NPL,South Asia,20742576,144295795,0.425508059045052,1,32,2,5,1,2,1,1,0,2,2,1,1,2,2,2,2,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,1,NA,1,1,1,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA,1,2,2,NA,NA,1,1,2,1,2,NA,NA,2,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,2,1,2,1,NA,1,1,1,5,4,4,2,5,1,1,1,0,2021
